experiment,group,PID,cued,response,Hits,Total,Present,Selected,Misses,FalseAlarms,CorrectRejections,Recall,Precision,F1,F1chance
viewed touch,Control,R_2SfqZhHs3bZqQUs,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2SfqZhHs3bZqQUs,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2SfqZhHs3bZqQUs,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2SfqZhHs3bZqQUs,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2SfqZhHs3bZqQUs,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2tfHWX6jKUCGfhU,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2tfHWX6jKUCGfhU,calming,calming,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_2tfHWX6jKUCGfhU,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_2tfHWX6jKUCGfhU,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2tfHWX6jKUCGfhU,love,love,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2tfHWX6jKUCGfhU,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2THHedY0eKGKTcM,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2THHedY0eKGKTcM,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2THHedY0eKGKTcM,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2THHedY0eKGKTcM,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2THHedY0eKGKTcM,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2THHedY0eKGKTcM,sadness,sadness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2U2XfiKMkWOW8u5,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2U2XfiKMkWOW8u5,calming,calming,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_2U2XfiKMkWOW8u5,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2U2XfiKMkWOW8u5,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2U2XfiKMkWOW8u5,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2U2XfiKMkWOW8u5,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2Vg9LqZOG0zrezV,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2Vg9LqZOG0zrezV,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2Vg9LqZOG0zrezV,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_2Vg9LqZOG0zrezV,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2Vg9LqZOG0zrezV,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2Vg9LqZOG0zrezV,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2VrreUdN8eRPacz,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2VrreUdN8eRPacz,calming,calming,0,6,1,3,1,3,2,0,0,0,0.2857142857142857
viewed touch,Control,R_2VrreUdN8eRPacz,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2VrreUdN8eRPacz,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2VrreUdN8eRPacz,love,love,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2VrreUdN8eRPacz,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2who6Qy9Oo0roix,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2who6Qy9Oo0roix,calming,calming,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_2who6Qy9Oo0roix,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2who6Qy9Oo0roix,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2who6Qy9Oo0roix,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2who6Qy9Oo0roix,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2Xbtllds1teaoV2,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2Xbtllds1teaoV2,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2Xbtllds1teaoV2,gratitude,gratitude,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2Xbtllds1teaoV2,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2Xbtllds1teaoV2,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2Xbtllds1teaoV2,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2ypUDtUxDdt1eGg,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2ypUDtUxDdt1eGg,calming,calming,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2ypUDtUxDdt1eGg,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2ypUDtUxDdt1eGg,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2ypUDtUxDdt1eGg,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2ypUDtUxDdt1eGg,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2zUaezQatmtsuCY,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2zUaezQatmtsuCY,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2zUaezQatmtsuCY,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2zUaezQatmtsuCY,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2zUaezQatmtsuCY,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2zUaezQatmtsuCY,sadness,sadness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_31nhmzQcwGn8LLx,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_31nhmzQcwGn8LLx,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_31nhmzQcwGn8LLx,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_31nhmzQcwGn8LLx,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_31nhmzQcwGn8LLx,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_31nhmzQcwGn8LLx,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3EMSvXAT1ZriJYe,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3EMSvXAT1ZriJYe,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3EMSvXAT1ZriJYe,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3EMSvXAT1ZriJYe,happiness,happiness,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3EMSvXAT1ZriJYe,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3EMSvXAT1ZriJYe,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3fIhaWY3B2rFRId,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3fIhaWY3B2rFRId,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3fIhaWY3B2rFRId,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_3fIhaWY3B2rFRId,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3fIhaWY3B2rFRId,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3fIhaWY3B2rFRId,sadness,sadness,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_3fW3964xF4PKPEL,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3fW3964xF4PKPEL,calming,calming,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_3fW3964xF4PKPEL,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_3fW3964xF4PKPEL,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3fW3964xF4PKPEL,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3fW3964xF4PKPEL,sadness,sadness,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_3g6PVaYmtBq0oZ3,attention,attention,1,6,1,3,0,2,3,1,0.3333333333333333,0.5,0.2857142857142857
viewed touch,Control,R_3g6PVaYmtBq0oZ3,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3g6PVaYmtBq0oZ3,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3g6PVaYmtBq0oZ3,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3g6PVaYmtBq0oZ3,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3g6PVaYmtBq0oZ3,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3gRYzUIgOmIE2jQ,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3gRYzUIgOmIE2jQ,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3gRYzUIgOmIE2jQ,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_3gRYzUIgOmIE2jQ,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3gRYzUIgOmIE2jQ,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3gRYzUIgOmIE2jQ,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3HitAhOgoOyQ8iN,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3HitAhOgoOyQ8iN,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3HitAhOgoOyQ8iN,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3HitAhOgoOyQ8iN,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3HitAhOgoOyQ8iN,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3HitAhOgoOyQ8iN,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3hsciovcqHyz7Vc,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3hsciovcqHyz7Vc,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3hsciovcqHyz7Vc,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3hsciovcqHyz7Vc,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3hsciovcqHyz7Vc,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3hsciovcqHyz7Vc,sadness,sadness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3HTeYjNni2cvCba,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3HTeYjNni2cvCba,calming,calming,0,6,1,2,1,2,3,0,0,0,0.2857142857142857
viewed touch,Control,R_3HTeYjNni2cvCba,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3HTeYjNni2cvCba,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3HTeYjNni2cvCba,love,love,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3HTeYjNni2cvCba,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3HuEN0MZTrCa7Rj,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3HuEN0MZTrCa7Rj,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3HuEN0MZTrCa7Rj,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3HuEN0MZTrCa7Rj,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3HuEN0MZTrCa7Rj,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3HuEN0MZTrCa7Rj,sadness,sadness,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_3JKrFdhzOXUQwvF,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3JKrFdhzOXUQwvF,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3JKrFdhzOXUQwvF,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_3JKrFdhzOXUQwvF,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3JKrFdhzOXUQwvF,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3JKrFdhzOXUQwvF,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3KUcoc1L4zGUBHN,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3KUcoc1L4zGUBHN,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3KUcoc1L4zGUBHN,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_3KUcoc1L4zGUBHN,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3KUcoc1L4zGUBHN,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3KUcoc1L4zGUBHN,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3lRdUEMf8yALvBw,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3lRdUEMf8yALvBw,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3lRdUEMf8yALvBw,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3lRdUEMf8yALvBw,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3lRdUEMf8yALvBw,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3lRdUEMf8yALvBw,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3luap9V1BDdFgrm,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3luap9V1BDdFgrm,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3luap9V1BDdFgrm,gratitude,gratitude,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3luap9V1BDdFgrm,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3luap9V1BDdFgrm,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3luap9V1BDdFgrm,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3m8ZjAPYN6HRn40,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3m8ZjAPYN6HRn40,calming,calming,1,6,1,3,0,2,3,1,0.3333333333333333,0.5,0.2857142857142857
viewed touch,Control,R_3m8ZjAPYN6HRn40,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3m8ZjAPYN6HRn40,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3m8ZjAPYN6HRn40,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3m8ZjAPYN6HRn40,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3n6nxQ3KruWH8PX,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3n6nxQ3KruWH8PX,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3n6nxQ3KruWH8PX,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3n6nxQ3KruWH8PX,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3n6nxQ3KruWH8PX,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3n6nxQ3KruWH8PX,sadness,sadness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3NPXiScGvRygq07,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3NPXiScGvRygq07,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3NPXiScGvRygq07,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_3NPXiScGvRygq07,happiness,happiness,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3NPXiScGvRygq07,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3NPXiScGvRygq07,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3P628lU1KWxNmHJ,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3P628lU1KWxNmHJ,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3P628lU1KWxNmHJ,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_3P628lU1KWxNmHJ,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3P628lU1KWxNmHJ,love,love,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3P628lU1KWxNmHJ,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3pirmIUSrsydYng,attention,attention,1,6,1,3,0,2,3,1,0.3333333333333333,0.5,0.2857142857142857
viewed touch,Control,R_3pirmIUSrsydYng,calming,calming,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_3pirmIUSrsydYng,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3pirmIUSrsydYng,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3pirmIUSrsydYng,love,love,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3pirmIUSrsydYng,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3sglr160uXp6Y4O,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3sglr160uXp6Y4O,calming,calming,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_3sglr160uXp6Y4O,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_3sglr160uXp6Y4O,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_3sglr160uXp6Y4O,love,love,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_3sglr160uXp6Y4O,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_6lEgY56GHrkimVX,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_6lEgY56GHrkimVX,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_6lEgY56GHrkimVX,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_6lEgY56GHrkimVX,happiness,happiness,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_6lEgY56GHrkimVX,love,love,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_6lEgY56GHrkimVX,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_agEidu5kKdBHXzP,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_agEidu5kKdBHXzP,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_agEidu5kKdBHXzP,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_agEidu5kKdBHXzP,happiness,happiness,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_agEidu5kKdBHXzP,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_agEidu5kKdBHXzP,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_Au4y6fN35wNha49,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_Au4y6fN35wNha49,calming,calming,1,6,1,3,0,2,3,1,0.3333333333333333,0.5,0.2857142857142857
viewed touch,Control,R_Au4y6fN35wNha49,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_Au4y6fN35wNha49,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_Au4y6fN35wNha49,love,love,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_Au4y6fN35wNha49,sadness,sadness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_DSOkAzM0gHFMbrb,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_DSOkAzM0gHFMbrb,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_DSOkAzM0gHFMbrb,gratitude,gratitude,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_DSOkAzM0gHFMbrb,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_DSOkAzM0gHFMbrb,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_DSOkAzM0gHFMbrb,sadness,sadness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_eJUoqZ20XPkMKaJ,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_eJUoqZ20XPkMKaJ,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_eJUoqZ20XPkMKaJ,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_eJUoqZ20XPkMKaJ,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_eJUoqZ20XPkMKaJ,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_eJUoqZ20XPkMKaJ,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_OONzo8eHKpJPAUV,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_OONzo8eHKpJPAUV,calming,calming,1,6,1,3,0,2,3,1,0.3333333333333333,0.5,0.2857142857142857
viewed touch,Control,R_OONzo8eHKpJPAUV,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_OONzo8eHKpJPAUV,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_OONzo8eHKpJPAUV,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_OONzo8eHKpJPAUV,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_OOvavv4lZZZ87DP,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_OOvavv4lZZZ87DP,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_OOvavv4lZZZ87DP,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
