trial,cued,response,group,PID
25,calming,calming,Control,sub18
26,happiness,happiness,Control,sub18
27,attention,attention,Control,sub18
28,gratitude,attention,Control,sub18
29,love,love,Control,sub18
30,sadness,calming,Control,sub18
31,calming,calming,Control,sub18
32,gratitude,attention,Control,sub18
33,attention,attention,Control,sub18
34,sadness,calming,Control,sub18
35,love,love,Control,sub18
36,happiness,other,Control,sub18
37,love,calming,Control,sub18
38,calming,calming,Control,sub18
39,attention,attention,Control,sub18
40,gratitude,attention,Control,sub18
41,sadness,calming,Control,sub18
42,happiness,other,Control,sub18
43,attention,attention,Control,sub18
44,calming,calming,Control,sub18
45,sadness,calming,Control,sub18
46,gratitude,attention,Control,sub18
47,love,love,Control,sub18
48,happiness,attention,Control,sub18
49,calming,calming,Control,sub18
50,happiness,other,Control,sub18
51,attention,attention,Control,sub18
52,love,love,Control,sub18
53,gratitude,attention,Control,sub18
54,sadness,calming,Control,sub18
55,happiness,other,Control,sub18
56,attention,attention,Control,sub18
57,calming,calming,Control,sub18
58,love,calming,Control,sub18
59,sadness,calming,Control,sub18
60,gratitude,attention,Control,sub18
1,love,sadness,Control,sub19
2,sadness,calming,Control,sub19
3,calming,other,Control,sub19
4,happiness,attention,Control,sub19
5,attention,other,Control,sub19
6,gratitude,other,Control,sub19
7,sadness,love,Control,sub19
8,love,love,Control,sub19
9,calming,calming,Control,sub19
10,attention,attention,Control,sub19
11,gratitude,other,Control,sub19
12,happiness,calming,Control,sub19
13,gratitude,other,Control,sub19
14,love,love,Control,sub19
15,calming,love,Control,sub19
16,happiness,happiness,Control,sub19
17,attention,attention,Control,sub19
18,sadness,calming,Control,sub19
19,calming,calming,Control,sub19
20,gratitude,other,Control,sub19
21,happiness,other,Control,sub19
22,love,other,Control,sub19
23,sadness,love,Control,sub19
24,attention,attention,Control,sub19
25,happiness,other,Control,sub19
26,gratitude,gratitude,Control,sub19
27,attention,attention,Control,sub19
28,love,love,Control,sub19
29,sadness,love,Control,sub19
30,calming,other,Control,sub19
31,love,love,Control,sub19
32,sadness,calming,Control,sub19
33,happiness,happiness,Control,sub19
34,calming,calming,Control,sub19
35,gratitude,attention,Control,sub19
36,attention,attention,Control,sub19
37,gratitude,gratitude,Control,sub19
38,happiness,happiness,Control,sub19
39,calming,calming,Control,sub19
40,attention,attention,Control,sub19
41,sadness,love,Control,sub19
42,love,love,Control,sub19
43,calming,sadness,Control,sub19
44,love,other,Control,sub19
45,attention,attention,Control,sub19
46,gratitude,gratitude,Control,sub19
47,sadness,gratitude,Control,sub19
48,happiness,attention,Control,sub19
49,gratitude,attention,Control,sub19
50,sadness,sadness,Control,sub19
51,love,other,Control,sub19
52,attention,attention,Control,sub19
53,calming,calming,Control,sub19
54,happiness,happiness,Control,sub19
55,happiness,happiness,Control,sub19
56,attention,other,Control,sub19
57,gratitude,gratitude,Control,sub19
58,sadness,sadness,Control,sub19
59,love,love,Control,sub19
60,calming,other,Control,sub19
1,happiness,attention,Control,sub2
2,sadness,gratitude,Control,sub2
3,attention,attention,Control,sub2
4,gratitude,happiness,Control,sub2
5,love,love,Control,sub2
6,calming,calming,Control,sub2
7,happiness,other,Control,sub2
8,calming,calming,Control,sub2
9,love,love,Control,sub2
10,gratitude,gratitude,Control,sub2
11,attention,attention,Control,sub2
12,sadness,gratitude,Control,sub2
13,gratitude,happiness,Control,sub2
14,attention,attention,Control,sub2
15,sadness,calming,Control,sub2
16,happiness,other,Control,sub2
17,calming,calming,Control,sub2
18,love,love,Control,sub2
19,happiness,other,Control,sub2
20,gratitude,attention,Control,sub2
21,calming,calming,Control,sub2
22,sadness,sadness,Control,sub2
23,attention,attention,Control,sub2
24,love,love,Control,sub2
25,sadness,sadness,Control,sub2
26,gratitude,gratitude,Control,sub2
27,attention,attention,Control,sub2
28,calming,calming,Control,sub2
29,love,love,Control,sub2
30,happiness,other,Control,sub2
31,sadness,sadness,Control,sub2
32,attention,attention,Control,sub2
33,calming,calming,Control,sub2
34,happiness,other,Control,sub2
35,gratitude,sadness,Control,sub2
36,love,love,Control,sub2
37,gratitude,sadness,Control,sub2
38,sadness,gratitude,Control,sub2
39,attention,attention,Control,sub2
40,love,love,Control,sub2
41,happiness,other,Control,sub2
42,calming,calming,Control,sub2
43,sadness,gratitude,Control,sub2
44,love,love,Control,sub2
45,gratitude,happiness,Control,sub2
46,calming,calming,Control,sub2
47,attention,attention,Control,sub2
48,happiness,other,Control,sub2
49,calming,calming,Control,sub2
50,attention,attention,Control,sub2
51,gratitude,happiness,Control,sub2
52,sadness,calming,Control,sub2
53,happiness,other,Control,sub2
54,love,love,Control,sub2
55,happiness,other,Control,sub2
56,calming,sadness,Control,sub2
57,sadness,gratitude,Control,sub2
58,love,love,Control,sub2
59,attention,attention,Control,sub2
60,gratitude,calming,Control,sub2
1,gratitude,attention,Control,sub20
2,sadness,calming,Control,sub20
3,happiness,happiness,Control,sub20
4,love,love,Control,sub20
5,attention,attention,Control,sub20
6,calming,calming,Control,sub20
7,love,love,Control,sub20
8,sadness,sadness,Control,sub20
9,gratitude,attention,Control,sub20
10,attention,attention,Control,sub20
11,calming,calming,Control,sub20
12,happiness,happiness,Control,sub20
13,attention,attention,Control,sub20
14,gratitude,other,Control,sub20
15,sadness,sadness,Control,sub20
16,calming,calming,Control,sub20
17,love,love,Control,sub20
18,happiness,happiness,Control,sub20
19,happiness,happiness,Control,sub20
20,love,love,Control,sub20
21,attention,attention,Control,sub20
22,calming,calming,Control,sub20
23,sadness,sadness,Control,sub20
24,gratitude,sadness,Control,sub20
25,gratitude,sadness,Control,sub20
26,calming,calming,Control,sub20
27,love,love,Control,sub20
28,sadness,calming,Control,sub20
29,happiness,happiness,Control,sub20
30,attention,attention,Control,sub20
31,calming,calming,Control,sub20
32,happiness,happiness,Control,sub20
33,sadness,sadness,Control,sub20
34,attention,attention,Control,sub20
35,love,love,Control,sub20
36,gratitude,attention,Control,sub20
37,calming,calming,Control,sub20
38,gratitude,other,Control,sub20
39,love,love,Control,sub20
40,happiness,happiness,Control,sub20
41,attention,attention,Control,sub20
42,sadness,sadness,Control,sub20
43,attention,attention,Control,sub20
44,love,love,Control,sub20
45,sadness,sadness,Control,sub20
46,calming,calming,Control,sub20
47,happiness,happiness,Control,sub20
48,gratitude,other,Control,sub20
49,attention,attention,Control,sub20
50,love,love,Control,sub20
51,sadness,sadness,Control,sub20
52,calming,calming,Control,sub20
53,happiness,happiness,Control,sub20
54,gratitude,other,Control,sub20
55,sadness,sadness,Control,sub20
56,gratitude,other,Control,sub20
57,attention,attention,Control,sub20
58,happiness,happiness,Control,sub20
59,calming,calming,Control,sub20
60,love,love,Control,sub20
1,happiness,attention,Control,sub21
2,calming,love,Control,sub21
3,attention,attention,Control,sub21
4,sadness,calming,Control,sub21
5,love,calming,Control,sub21
6,gratitude,attention,Control,sub21
7,calming,love,Control,sub21
8,happiness,happiness,Control,sub21
9,attention,attention,Control,sub21
10,sadness,gratitude,Control,sub21
11,gratitude,attention,Control,sub21
12,love,calming,Control,sub21
13,calming,love,Control,sub21
14,sadness,calming,Control,sub21
15,happiness,attention,Control,sub21
16,attention,attention,Control,sub21
17,gratitude,attention,Control,sub21
18,love,calming,Control,sub21
19,gratitude,gratitude,Control,sub21
20,sadness,calming,Control,sub21
21,attention,attention,Control,sub21
22,happiness,attention,Control,sub21
23,calming,love,Control,sub21
24,love,calming,Control,sub21
25,sadness,calming,Control,sub21
26,attention,attention,Control,sub21
27,calming,love,Control,sub21
28,love,calming,Control,sub21
29,happiness,attention,Control,sub21
30,gratitude,attention,Control,sub21
31,attention,attention,Control,sub21
32,happiness,attention,Control,sub21
33,love,calming,Control,sub21
34,sadness,calming,Control,sub21
35,gratitude,attention,Control,sub21
36,calming,love,Control,sub21
37,love,calming,Control,sub21
38,happiness,attention,Control,sub21
39,sadness,calming,Control,sub21
40,attention,attention,Control,sub21
41,gratitude,attention,Control,sub21
42,calming,calming,Control,sub21
43,happiness,happiness,Control,sub21
44,sadness,calming,Control,sub21
45,calming,calming,Control,sub21
46,gratitude,attention,Control,sub21
47,love,calming,Control,sub21
48,attention,attention,Control,sub21
49,gratitude,attention,Control,sub21
50,calming,love,Control,sub21
51,sadness,calming,Control,sub21
52,attention,attention,Control,sub21
53,love,calming,Control,sub21
54,happiness,attention,Control,sub21
55,calming,love,Control,sub21
56,sadness,calming,Control,sub21
57,attention,attention,Control,sub21
58,love,love,Control,sub21
59,happiness,attention,Control,sub21
60,gratitude,attention,Control,sub21
1,happiness,attention,Control,sub22
2,gratitude,other,Control,sub22
3,sadness,calming,Control,sub22
4,attention,attention,Control,sub22
5,calming,calming,Control,sub22
6,love,other,Control,sub22
7,sadness,sadness,Control,sub22
8,attention,attention,Control,sub22
9,calming,calming,Control,sub22
10,gratitude,other,Control,sub22
11,happiness,happiness,Control,sub22
12,love,love,Control,sub22
13,love,love,Control,sub22
14,calming,calming,Control,sub22
15,attention,attention,Control,sub22
16,sadness,calming,Control,sub22
17,gratitude,other,Control,sub22
18,happiness,happiness,Control,sub22
19,happiness,happiness,Control,sub22
20,attention,attention,Control,sub22
21,gratitude,other,Control,sub22
22,calming,calming,Control,sub22
23,love,other,Control,sub22
24,sadness,gratitude,Control,sub22
25,gratitude,other,Control,sub22
26,sadness,gratitude,Control,sub22
27,calming,love,Control,sub22
28,happiness,happiness,Control,sub22
29,attention,attention,Control,sub22
30,love,other,Control,sub22
31,gratitude,other,Control,sub22
32,love,calming,Control,sub22
33,calming,calming,Control,sub22
34,attention,attention,Control,sub22
35,happiness,attention,Control,sub22
36,sadness,sadness,Control,sub22
37,love,other,Control,sub22
38,gratitude,other,Control,sub22
39,happiness,attention,Control,sub22
40,calming,calming,Control,sub22
41,attention,attention,Control,sub22
42,sadness,sadness,Control,sub22
43,sadness,sadness,Control,sub22
44,calming,calming,Control,sub22
45,attention,attention,Control,sub22
46,happiness,happiness,Control,sub22
47,love,calming,Control,sub22
48,gratitude,other,Control,sub22
49,love,other,Control,sub22
50,attention,attention,Control,sub22
51,happiness,happiness,Control,sub22
52,gratitude,attention,Control,sub22
53,sadness,love,Control,sub22
54,calming,love,Control,sub22
55,attention,attention,Control,sub22
56,love,other,Control,sub22
57,happiness,attention,Control,sub22
58,gratitude,attention,Control,sub22
59,sadness,calming,Control,sub22
60,calming,love,Control,sub22
1,gratitude,attention,Control,sub23
2,happiness,happiness,Control,sub23
3,sadness,calming,Control,sub23
4,love,love,Control,sub23
5,attention,attention,Control,sub23
6,calming,other,Control,sub23
7,love,love,Control,sub23
8,calming,sadness,Control,sub23
9,gratitude,gratitude,Control,sub23
10,attention,attention,Control,sub23
11,sadness,calming,Control,sub23
12,happiness,happiness,Control,sub23
13,love,love,Control,sub23
14,attention,attention,Control,sub23
15,gratitude,gratitude,Control,sub23
16,happiness,happiness,Control,sub23
17,sadness,sadness,Control,sub23
18,calming,calming,Control,sub23
19,gratitude,gratitude,Control,sub23
20,sadness,calming,Control,sub23
21,attention,attention,Control,sub23
22,love,love,Control,sub23
23,happiness,happiness,Control,sub23
24,calming,sadness,Control,sub23
25,sadness,calming,Control,sub23
26,attention,attention,Control,sub23
27,calming,sadness,Control,sub23
28,love,love,Control,sub23
29,gratitude,gratitude,Control,sub23
30,happiness,happiness,Control,sub23
31,attention,attention,Control,sub23
32,happiness,happiness,Control,sub23
33,love,love,Control,sub23
34,gratitude,gratitude,Control,sub23
35,sadness,calming,Control,sub23
36,calming,sadness,Control,sub23
37,calming,sadness,Control,sub23
38,sadness,calming,Control,sub23
39,attention,attention,Control,sub23
40,love,love,Control,sub23
41,gratitude,gratitude,Control,sub23
42,happiness,happiness,Control,sub23
43,gratitude,gratitude,Control,sub23
44,sadness,calming,Control,sub23
45,love,love,Control,sub23
46,attention,attention,Control,sub23
47,calming,sadness,Control,sub23
48,happiness,happiness,Control,sub23
49,gratitude,gratitude,Control,sub23
50,attention,attention,Control,sub23
51,sadness,calming,Control,sub23
52,love,love,Control,sub23
53,calming,sadness,Control,sub23
54,happiness,happiness,Control,sub23
55,love,love,Control,sub23
56,attention,attention,Control,sub23
57,happiness,happiness,Control,sub23
58,calming,sadness,Control,sub23
59,gratitude,gratitude,Control,sub23
60,sadness,calming,Control,sub23
1,sadness,calming,Control,sub24
2,calming,calming,Control,sub24
3,happiness,happiness,Control,sub24
4,love,love,Control,sub24
5,attention,attention,Control,sub24
6,gratitude,attention,Control,sub24
7,sadness,sadness,Control,sub24
8,happiness,happiness,Control,sub24
9,gratitude,attention,Control,sub24
10,attention,attention,Control,sub24
11,calming,calming,Control,sub24
12,love,love,Control,sub24
13,gratitude,gratitude,Control,sub24
14,calming,calming,Control,sub24
15,attention,attention,Control,sub24
16,happiness,happiness,Control,sub24
17,love,love,Control,sub24
18,sadness,sadness,Control,sub24
19,attention,attention,Control,sub24
20,gratitude,gratitude,Control,sub24
21,love,love,Control,sub24
22,sadness,sadness,Control,sub24
23,happiness,happiness,Control,sub24
24,calming,calming,Control,sub24
25,gratitude,gratitude,Control,sub24
26,happiness,happiness,Control,sub24
27,love,love,Control,sub24
28,sadness,sadness,Control,sub24
29,calming,calming,Control,sub24
30,attention,attention,Control,sub24
31,sadness,sadness,Control,sub24
32,attention,attention,Control,sub24
33,gratitude,gratitude,Control,sub24
34,happiness,happiness,Control,sub24
35,calming,calming,Control,sub24
36,love,love,Control,sub24
37,love,love,Control,sub24
38,sadness,sadness,Control,sub24
39,gratitude,gratitude,Control,sub24
40,calming,calming,Control,sub24
41,happiness,happiness,Control,sub24
42,attention,attention,Control,sub24
43,love,love,Control,sub24
44,gratitude,gratitude,Control,sub24
45,calming,calming,Control,sub24
46,happiness,happiness,Control,sub24
47,attention,attention,Control,sub24
48,sadness,sadness,Control,sub24
49,calming,calming,Control,sub24
50,gratitude,gratitude,Control,sub24
51,happiness,happiness,Control,sub24
52,love,love,Control,sub24
53,attention,attention,Control,sub24
54,sadness,sadness,Control,sub24
55,sadness,sadness,Control,sub24
56,happiness,happiness,Control,sub24
57,attention,attention,Control,sub24
58,gratitude,gratitude,Control,sub24
59,love,love,Control,sub24
60,calming,calming,Control,sub24
1,sadness,calming,Control,sub25
2,love,love,Control,sub25
3,gratitude,attention,Control,sub25
4,attention,attention,Control,sub25
5,happiness,happiness,Control,sub25
6,calming,calming,Control,sub25
7,love,love,Control,sub25
8,calming,calming,Control,sub25
9,attention,attention,Control,sub25
10,sadness,gratitude,Control,sub25
11,gratitude,attention,Control,sub25
12,happiness,happiness,Control,sub25
13,calming,calming,Control,sub25
14,happiness,happiness,Control,sub25
15,attention,attention,Control,sub25
16,sadness,gratitude,Control,sub25
17,love,love,Control,sub25
18,gratitude,attention,Control,sub25
19,calming,calming,Control,sub25
20,happiness,happiness,Control,sub25
21,love,love,Control,sub25
22,sadness,gratitude,Control,sub25
23,gratitude,attention,Control,sub25
24,attention,attention,Control,sub25
25,happiness,happiness,Control,sub25
26,calming,calming,Control,sub25
27,sadness,gratitude,Control,sub25
28,attention,attention,Control,sub25
29,gratitude,attention,Control,sub25
30,love,love,Control,sub25
31,gratitude,attention,Control,sub25
32,happiness,happiness,Control,sub25
33,calming,calming,Control,sub25
34,sadness,gratitude,Control,sub25
35,love,love,Control,sub25
36,attention,attention,Control,sub25
37,happiness,happiness,Control,sub25
38,gratitude,attention,Control,sub25
39,sadness,gratitude,Control,sub25
40,love,love,Control,sub25
41,attention,attention,Control,sub25
42,calming,calming,Control,sub25
43,gratitude,attention,Control,sub25
44,sadness,gratitude,Control,sub25
45,attention,attention,Control,sub25
46,love,love,Control,sub25
47,calming,calming,Control,sub25
48,happiness,happiness,Control,sub25
49,love,love,Control,sub25
50,happiness,happiness,Control,sub25
51,sadness,gratitude,Control,sub25
52,calming,calming,Control,sub25
53,gratitude,attention,Control,sub25
54,attention,attention,Control,sub25
55,happiness,happiness,Control,sub25
56,love,love,Control,sub25
57,sadness,gratitude,Control,sub25
58,calming,calming,Control,sub25
59,gratitude,attention,Control,sub25
60,attention,attention,Control,sub25
1,love,love,Control,sub26
2,happiness,happiness,Control,sub26
3,attention,attention,Control,sub26
4,calming,calming,Control,sub26
5,gratitude,attention,Control,sub26
6,sadness,sadness,Control,sub26
7,gratitude,attention,Control,sub26
8,sadness,calming,Control,sub26
9,attention,attention,Control,sub26
10,calming,calming,Control,sub26
11,love,love,Control,sub26
12,happiness,happiness,Control,sub26
13,love,love,Control,sub26
14,calming,calming,Control,sub26
15,gratitude,attention,Control,sub26
16,sadness,sadness,Control,sub26
17,happiness,happiness,Control,sub26
18,attention,attention,Control,sub26
19,love,love,Control,sub26
20,gratitude,attention,Control,sub26
21,calming,calming,Control,sub26
22,attention,attention,Control,sub26
23,sadness,sadness,Control,sub26
24,happiness,happiness,Control,sub26
25,calming,calming,Control,sub26
26,gratitude,attention,Control,sub26
27,happiness,happiness,Control,sub26
28,attention,attention,Control,sub26
29,love,love,Control,sub26
30,sadness,sadness,Control,sub26
31,calming,calming,Control,sub26
32,love,love,Control,sub26
33,sadness,sadness,Control,sub26
34,happiness,happiness,Control,sub26
35,gratitude,attention,Control,sub26
36,attention,attention,Control,sub26
37,attention,attention,Control,sub26
38,love,love,Control,sub26
39,gratitude,attention,Control,sub26
40,sadness,sadness,Control,sub26
41,happiness,happiness,Control,sub26
42,calming,calming,Control,sub26
43,gratitude,attention,Control,sub26
44,love,love,Control,sub26
45,sadness,sadness,Control,sub26
46,calming,calming,Control,sub26
47,happiness,happiness,Control,sub26
48,attention,attention,Control,sub26
49,happiness,happiness,Control,sub26
50,gratitude,attention,Control,sub26
51,love,love,Control,sub26
52,attention,attention,Control,sub26
53,calming,calming,Control,sub26
54,sadness,sadness,Control,sub26
55,calming,calming,Control,sub26
56,happiness,happiness,Control,sub26
57,gratitude,attention,Control,sub26
58,attention,attention,Control,sub26
59,love,love,Control,sub26
60,sadness,sadness,Control,sub26
1,calming,calming,Control,sub27
2,love,love,Control,sub27
3,attention,attention,Control,sub27
4,gratitude,other,Control,sub27
5,happiness,other,Control,sub27
6,sadness,sadness,Control,sub27
7,happiness,happiness,Control,sub27
8,calming,calming,Control,sub27
9,love,love,Control,sub27
10,sadness,calming,Control,sub27
11,attention,attention,Control,sub27
12,gratitude,other,Control,sub27
13,love,love,Control,sub27
14,gratitude,other,Control,sub27
15,sadness,calming,Control,sub27
16,calming,calming,Control,sub27
17,attention,attention,Control,sub27
18,happiness,happiness,Control,sub27
19,sadness,sadness,Control,sub27
20,calming,calming,Control,sub27
21,attention,attention,Control,sub27
22,gratitude,other,Control,sub27
23,happiness,happiness,Control,sub27
24,love,love,Control,sub27
25,attention,attention,Control,sub27
26,happiness,happiness,Control,sub27
27,love,love,Control,sub27
28,calming,calming,Control,sub27
29,sadness,sadness,Control,sub27
30,gratitude,other,Control,sub27
31,happiness,happiness,Control,sub27
32,sadness,calming,Control,sub27
33,love,love,Control,sub27
34,gratitude,other,Control,sub27
35,attention,attention,Control,sub27
36,calming,sadness,Control,sub27
37,gratitude,other,Control,sub27
38,attention,attention,Control,sub27
39,calming,calming,Control,sub27
40,sadness,sadness,Control,sub27
41,love,love,Control,sub27
42,happiness,happiness,Control,sub27
43,love,love,Control,sub27
44,sadness,sadness,Control,sub27
45,calming,calming,Control,sub27
46,happiness,happiness,Control,sub27
47,attention,attention,Control,sub27
48,gratitude,other,Control,sub27
49,happiness,happiness,Control,sub27
50,calming,calming,Control,sub27
51,love,love,Control,sub27
52,gratitude,other,Control,sub27
53,attention,attention,Control,sub27
54,sadness,sadness,Control,sub27
55,attention,attention,Control,sub27
56,happiness,happiness,Control,sub27
57,gratitude,calming,Control,sub27
58,love,love,Control,sub27
59,calming,calming,Control,sub27
60,sadness,sadness,Control,sub27
1,attention,attention,Control,sub28
2,gratitude,gratitude,Control,sub28
3,love,love,Control,sub28
4,calming,sadness,Control,sub28
5,happiness,happiness,Control,sub28
6,sadness,gratitude,Control,sub28
7,love,love,Control,sub28
8,happiness,happiness,Control,sub28
9,attention,attention,Control,sub28
10,sadness,calming,Control,sub28
11,gratitude,gratitude,Control,sub28
12,calming,calming,Control,sub28
13,gratitude,gratitude,Control,sub28
14,love,love,Control,sub28
15,calming,calming,Control,sub28
16,attention,attention,Control,sub28
17,happiness,happiness,Control,sub28
18,sadness,sadness,Control,sub28
19,love,love,Control,sub28
20,attention,attention,Control,sub28
21,calming,calming,Control,sub28
22,sadness,sadness,Control,sub28
23,happiness,love,Control,sub28
24,gratitude,gratitude,Control,sub28
25,calming,calming,Control,sub28
26,sadness,sadness,Control,sub28
27,attention,attention,Control,sub28
28,happiness,happiness,Control,sub28
29,love,love,Control,sub28
30,gratitude,gratitude,Control,sub28
31,gratitude,gratitude,Control,sub28
32,sadness,sadness,Control,sub28
33,love,love,Control,sub28
34,happiness,happiness,Control,sub28
35,calming,calming,Control,sub28
36,attention,attention,Control,sub28
37,sadness,sadness,Control,sub28
38,calming,calming,Control,sub28
39,gratitude,gratitude,Control,sub28
40,happiness,happiness,Control,sub28
41,attention,attention,Control,sub28
42,love,love,Control,sub28
43,sadness,sadness,Control,sub28
44,happiness,happiness,Control,sub28
45,gratitude,gratitude,Control,sub28
46,attention,attention,Control,sub28
47,calming,calming,Control,sub28
48,love,love,Control,sub28
49,love,love,Control,sub28
50,gratitude,gratitude,Control,sub28
51,sadness,sadness,Control,sub28
52,attention,attention,Control,sub28
53,calming,calming,Control,sub28
54,happiness,happiness,Control,sub28
55,attention,attention,Control,sub28
56,love,love,Control,sub28
57,happiness,happiness,Control,sub28
58,gratitude,gratitude,Control,sub28
59,sadness,sadness,Control,sub28
60,calming,calming,Control,sub28
1,sadness,sadness,Control,sub29
2,love,love,Control,sub29
3,calming,calming,Control,sub29
4,happiness,other,Control,sub29
5,gratitude,attention,Control,sub29
6,attention,attention,Control,sub29
7,calming,love,Control,sub29
8,gratitude,gratitude,Control,sub29
9,happiness,happiness,Control,sub29
10,sadness,sadness,Control,sub29
11,attention,attention,Control,sub29
12,love,love,Control,sub29
13,gratitude,gratitude,Control,sub29
14,happiness,attention,Control,sub29
15,attention,attention,Control,sub29
16,sadness,calming,Control,sub29
17,calming,love,Control,sub29
18,love,love,Control,sub29
19,sadness,gratitude,Control,sub29
20,attention,attention,Control,sub29
21,happiness,happiness,Control,sub29
22,calming,calming,Control,sub29
23,gratitude,other,Control,sub29
24,love,calming,Control,sub29
25,calming,gratitude,Control,sub29
26,love,love,Control,sub29
27,attention,attention,Control,sub29
28,sadness,gratitude,Control,sub29
29,gratitude,happiness,Control,sub29
30,happiness,happiness,Control,sub29
31,calming,calming,Control,sub29
32,gratitude,gratitude,Control,sub29
33,sadness,sadness,Control,sub29
34,happiness,happiness,Control,sub29
35,attention,attention,Control,sub29
36,love,love,Control,sub29
37,calming,calming,Control,sub29
38,gratitude,attention,Control,sub29
39,attention,attention,Control,sub29
40,love,calming,Control,sub29
41,happiness,attention,Control,sub29
42,sadness,gratitude,Control,sub29
43,gratitude,gratitude,Control,sub29
44,attention,attention,Control,sub29
45,sadness,sadness,Control,sub29
46,calming,calming,Control,sub29
47,love,love,Control,sub29
48,happiness,happiness,Control,sub29
49,attention,attention,Control,sub29
50,gratitude,gratitude,Control,sub29
51,sadness,calming,Control,sub29
52,calming,love,Control,sub29
53,love,sadness,Control,sub29
54,happiness,attention,Control,sub29
55,love,love,Control,sub29
56,attention,attention,Control,sub29
57,gratitude,attention,Control,sub29
58,happiness,happiness,Control,sub29
59,sadness,sadness,Control,sub29
60,calming,calming,Control,sub29
1,calming,calming,Control,sub3
2,happiness,happiness,Control,sub3
3,gratitude,attention,Control,sub3
4,love,love,Control,sub3
5,attention,attention,Control,sub3
6,sadness,calming,Control,sub3
7,love,love,Control,sub3
8,attention,attention,Control,sub3
9,sadness,calming,Control,sub3
10,gratitude,attention,Control,sub3
11,happiness,happiness,Control,sub3
12,calming,calming,Control,sub3
13,calming,calming,Control,sub3
14,sadness,calming,Control,sub3
15,attention,attention,Control,sub3
16,gratitude,attention,Control,sub3
17,love,love,Control,sub3
18,happiness,happiness,Control,sub3
19,gratitude,attention,Control,sub3
20,attention,attention,Control,sub3
21,calming,calming,Control,sub3
22,sadness,calming,Control,sub3
23,happiness,happiness,Control,sub3
24,love,love,Control,sub3
25,calming,calming,Control,sub3
26,happiness,happiness,Control,sub3
27,sadness,calming,Control,sub3
28,gratitude,attention,Control,sub3
29,love,love,Control,sub3
30,attention,attention,Control,sub3
31,sadness,calming,Control,sub3
32,happiness,happiness,Control,sub3
33,calming,calming,Control,sub3
34,love,love,Control,sub3
35,attention,attention,Control,sub3
36,gratitude,attention,Control,sub3
37,attention,attention,Control,sub3
38,love,love,Control,sub3
39,calming,calming,Control,sub3
40,happiness,happiness,Control,sub3
41,gratitude,attention,Control,sub3
42,sadness,calming,Control,sub3
43,gratitude,attention,Control,sub3
44,love,love,Control,sub3
45,attention,attention,Control,sub3
46,calming,calming,Control,sub3
47,happiness,happiness,Control,sub3
48,sadness,calming,Control,sub3
49,calming,calming,Control,sub3
50,happiness,happiness,Control,sub3
51,sadness,calming,Control,sub3
52,love,love,Control,sub3
53,attention,attention,Control,sub3
54,gratitude,attention,Control,sub3
55,attention,attention,Control,sub3
56,happiness,happiness,Control,sub3
57,sadness,calming,Control,sub3
58,love,love,Control,sub3
59,gratitude,attention,Control,sub3
60,calming,calming,Control,sub3
1,gratitude,attention,Control,sub30
2,attention,attention,Control,sub30
3,love,love,Control,sub30
4,happiness,happiness,Control,sub30
5,sadness,other,Control,sub30
6,calming,calming,Control,sub30
7,sadness,gratitude,Control,sub30
8,calming,calming,Control,sub30
9,love,love,Control,sub30
10,attention,attention,Control,sub30
11,gratitude,attention,Control,sub30
12,happiness,happiness,Control,sub30
13,gratitude,attention,Control,sub30
14,sadness,sadness,Control,sub30
15,attention,attention,Control,sub30
16,calming,calming,Control,sub30
17,love,love,Control,sub30
18,happiness,happiness,Control,sub30
19,attention,other,Control,sub30
20,gratitude,attention,Control,sub30
21,calming,calming,Control,sub30
22,love,love,Control,sub30
23,happiness,happiness,Control,sub30
24,sadness,gratitude,Control,sub30
25,gratitude,attention,Control,sub30
26,happiness,happiness,Control,sub30
27,calming,love,Control,sub30
28,love,love,Control,sub30
29,attention,attention,Control,sub30
30,sadness,sadness,Control,sub30
31,sadness,gratitude,Control,sub30
32,happiness,happiness,Control,sub30
33,gratitude,attention,Control,sub30
34,attention,attention,Control,sub30
35,calming,calming,Control,sub30
36,love,love,Control,sub30
37,attention,attention,Control,sub30
38,gratitude,attention,Control,sub30
39,love,love,Control,sub30
40,calming,calming,Control,sub30
41,sadness,gratitude,Control,sub30
42,happiness,happiness,Control,sub30
43,attention,attention,Control,sub30
44,sadness,happiness,Control,sub30
45,love,love,Control,sub30
46,calming,calming,Control,sub30
47,happiness,happiness,Control,sub30
48,gratitude,attention,Control,sub30
49,gratitude,attention,Control,sub30
50,love,calming,Control,sub30
51,happiness,happiness,Control,sub30
52,attention,attention,Control,sub30
53,calming,gratitude,Control,sub30
54,sadness,love,Control,sub30
55,sadness,calming,Control,sub30
56,gratitude,attention,Control,sub30
57,happiness,happiness,Control,sub30
58,love,calming,Control,sub30
59,calming,love,Control,sub30
60,attention,attention,Control,sub30
1,calming,calming,Control,sub31
2,attention,attention,Control,sub31
3,sadness,calming,Control,sub31
4,gratitude,attention,Control,sub31
5,love,love,Control,sub31
6,happiness,love,Control,sub31
7,attention,attention,Control,sub31
8,gratitude,attention,Control,sub31
9,sadness,calming,Control,sub31
10,calming,calming,Control,sub31
11,happiness,other,Control,sub31
12,love,love,Control,sub31
13,sadness,calming,Control,sub31
14,gratitude,attention,Control,sub31
15,calming,love,Control,sub31
16,love,love,Control,sub31
17,happiness,love,Control,sub31
18,attention,attention,Control,sub31
19,happiness,love,Control,sub31
